,ADDRESS,LATITUDE,LONGITUDE
475,12 MARYLAND ST,42.311576,-71.05510799999999
476,52 METROPOLITAN AV Apt. 1,42.2810863,-71.1325667
477,11 CATAUMET ST,42.3135336,-71.1231507
478,21 CAWFIELD ST Apt. 2,42.32031629999999,-71.0635085
479,35 FAIRMOUNT ST,42.2810821,-71.0728512
480,139 CHESTNUT AV Apt. 3,42.318257,-71.10619489999999
481,26 TOLMAN ST,42.2894522,-71.0464571
482,821 DORCHESTER AV,42.32287729999999,-71.05704279999999
483,81 FULLER ST,42.282743,-71.0696246
484,172 PARIS ST,42.37402,-71.036135
485,33 TAFT ST,42.31764200000001,-71.0585749
486,430 MARLBOROUGH ST,42.3497264,-71.0896803
487,6 COLUMBIA TE,42.3036023,-71.08467499999999
488,235 PARK ST,42.281747,-71.150407
489,17 HOWELL ST,42.3252327,-71.0577856
490,HARVARD ST,42.288154,-71.0929001
491,24 ARCADIA ST,42.3015512,-71.062361
492,27 TEMPLE ST,42.3604422,-71.0637284
493,59 GOULD ST,42.2711323,-71.16785089999999
494,650 HUNTINGTON AV,42.3352458,-71.1003577
495,32 ROSECLAIR ST Apt. 1,42.3209396,-71.05961239999999
496,26 SHIRLEY ST,42.3236314,-71.0725494
497,10 CHARLESGATE EAST Apt. 301,42.3498885,-71.0912422
498,2 HAWTHORNE PL Apt. 110,42.3642406,-71.066169
499,91 WILLOW ST,42.2892789,-71.1531835
500,19 MYRTLEBANK AV,42.2821184,-71.0539874
501,96 NEPONSET AV,42.2950437,-71.0528643
502,2 WOOD ST Apt. 2,42.3759483,-71.06463889999999
503,88 AUSTIN ST,42.2612834,-71.1260404
504,5 DORSET ST Apt. 2,42.3236744,-71.0572189
505,44 HASTINGS ST,42.286542,-71.15747
506,1 JOHNSWOOD RD,42.2843563,-71.1222687
507,11 PAUL GORE ST Apt. 1,42.3204618,-71.11048459999999
508,11 CENTRE CT,42.2954258,-71.0572749
509,352 BEACON ST Apt. 1,42.3524682,-71.0846322
510,275 HAVRE ST,42.3760697,-71.0342774
511,1313 WASHINGTON ST Apt. 229,42.3422378,-71.06853749999999
512,20 ROWES WHARF Apt. PH07,42.3569094,-71.0500568
513,6 WHITTIER PL Apt. 8R-6,42.3657336,-71.0669497
514,32 WASHBURN ST,42.3256012,-71.05820349999999
515,27 TURNER ST,42.34994469999999,-71.1618633
516,275R HAVRE ST,42.375972,-71.03420299999999
517,34 ATLANTIS ST,42.2887031,-71.1690577
518,37 WORCESTER SQ Apt. 4,42.3359981,-71.07431729999999
519,79 ROSSMORE RD Apt. 1,42.3035041,-71.105764
520,116 SPRING ST Apt. A-9,42.2765659,-71.1651356
521,67 BRENT ST,42.28970839999999,-71.0675354
522,8 WASHBURN ST Apt. 15-1,42.3253205,-71.0572637
523,15 GINITA ST,42.2944517,-71.0572285
524,489 COLUMBIA RD,42.3142282,-71.06718719999999
525,743 CENTRE ST,42.3107137,-71.11484
526,138 MSGR P J LYDON WY,42.2900803,-71.0564392
527,84 ROSECLAIR ST Apt. 3,42.3213851,-71.0575289
528,19 PRINCE ST,42.3098898,-71.1206876
529,57 BERKELEY ST,42.34663279999999,-71.0705183
530,9 STEARNS RD,42.266092,-71.1526265
531,60 SPRING PARK AV Apt. 2,42.3166322,-71.1089045
532,16 WOODLAND RD,42.3101349,-71.1280712
533,1313 WASHINGTON ST Apt. PS U10,42.3420302,-71.0684375
534,15HF MT VERNON ST Apt. 2,42.3580158,-71.0685149
535,10 MILTON ST Apt. 1,42.28007179999999,-71.05996139999999
536,60 DUNBOY ST,42.35422399999999,-71.16474099999999
537,17 DORSET ST,42.32391399999999,-71.05811059999999
538,734 COLUMBIA RD,42.32036,-71.060216
539,27 WASHBURN ST Apt. 2,42.3258236,-71.0579183
540,3 ROLLINS ST Apt. C-101,42.3414146,-71.06795319999999
541,BENNINGTON ST,42.38402,-71.01471300000001
542,72 MONTCLAIR AV,42.2916437,-71.1410685
543,E SIXTH ST,42.3331368,-71.034337
544,22A MT VERNON ST Apt. 22A,42.358139,-71.065314
545,45 HOWE ST,42.3109245,-71.0653533
546,170 DORCHESTER ST,42.3337668,-71.0488086
547,SAYBROOK ST,42.3543356,-71.1470211
548,488 DORCHESTER AV Apt. 2-D,42.332024,-71.0566595
549,38 ROSECLAIR ST Apt. 2,42.3208875,-71.0591817
550,33 SLEEPER ST Apt. 401,42.3519914,-71.04889680000001
551,54 RUTLAND SQ Apt. 1,42.3422236,-71.0789483
552,44 ROUND HILL ST,42.3244716,-71.1057891
553,DORCHESTER AV,42.3078999,-71.0583676
554,28 BOSTON ST Apt. 2,42.3284597,-71.0574266
555,613 DORCHESTER AV Apt. 1,42.3287134,-71.05712720000001
556,857 BEACON ST Apt. 31,42.346667,-71.1038009
557,2 BATTERY WHARF ST,42.366869,-71.0514946
558,27 MT VERNON ST Apt. 27-3,42.32177799999999,-71.05796
559,118 RADCLIFFE ST,42.2975387,-71.0777027
560,69 ROMSEY ST,42.3155941,-71.0533286
561,2 ARAMON ST,42.3661046,-71.03100300000001
562,32 BOSTON ST,42.328308,-71.057496
563,104 WILMINGTON AV,42.2799372,-71.0749636
564,28 WACHUSETT ST,42.2966518,-71.1126132
565,10 ROSECLAIR ST,42.32110369999999,-71.0607557
566,31 BENNINGTON ST,42.375196,-71.03758909999999
567,39 FALCON ST,42.381791,-71.03798499999999
568,1313 WASHINGTON ST Apt. PS U70,42.3419965,-71.06837759999999
569,151 TREMONT ST Apt. 15-P,42.3544424,-71.0633683
570,6 MAYHEW ST Apt. 2,42.3220253,-71.060734
571,14 MILES ST,42.3185633,-71.0998935
572,282 MAVERICK ST,42.3676249,-71.0328067
573,20 CUSHING AV,42.3157998,-71.0640998
574,1313 WASHINGTON ST Apt. 601,42.3422378,-71.06853749999999
575,5 WALLACE CT,42.3751853,-71.0596079
576,5 VINSON ST,42.29886070000001,-71.0643319
577,100 BEACON ST Apt. GPS-8,42.3552678,-71.07396539999999
578,670 COLUMBIA RD,42.3195122,-71.06321770000001
579,89 MORA ST,42.281893,-71.07536979999999
580,20 WORLEY ST,42.2916687,-71.1619446
581,145 PINCKNEY ST Apt. 630,42.3590978,-71.0715924
582,427 BORDER ST Apt. 5,42.38223989999999,-71.0401001
583,1 FRANKLIN ST Apt. 4210,42.3563166,-71.0595573
584,24 CHISWICK RD Apt. 24-A3,42.3385261,-71.1508855
585,106 PLEASANT ST,42.3120354,-71.0588071
586,160 COMMONWEALTH AV Apt. 607,42.3512759,-71.07864789999999
587,1313 WASHINGTON ST Apt. PS S6B,42.3420302,-71.0684375
588,13 ROGERS ST Apt. 13,42.3296663,-71.0556289
589,17 COMMONWEALTH AV Apt. PS-2,42.3536991,-71.0732435
590,116 BOSTON ST,42.3255478,-71.0587606
591,45 HARVEST ST Apt. 1,42.3233543,-71.0586496
592,7 HERBERTSON RD,42.2919586,-71.1163909
593,42 EIGHTH ST Apt. 1103,42.3749988,-71.0520878
594,116 NEPONSET AV,42.2946433,-71.05226069999999
595,21 BRADWOOD ST,42.28574769999999,-71.1448748
596,6 BELFORT ST,42.3154277,-71.05610759999999
597,25 SAVOY ST Apt. PS-269,42.3417631,-71.06728559999999
598,39 GRANGER ST,42.3022554,-71.0578412
599,137 BOWDOIN ST,42.3034466,-71.07108149999999
600,51 BUTTONWOOD ST,42.320944,-71.0556904
601,5 ORIENT AV,42.3899642,-70.99928249999999
602,26 TAYLOR ST,42.3438691,-71.068296
603,19 BENNINGTON ST,42.3750651,-71.0379225
604,215 ORIENT AV,42.3912753,-71.0086621
605,24 RAWSON ST Apt. 3,42.3260097,-71.05793899999999
606,24 BUCHANAN RD,42.2954355,-71.13582319999999
607,211 BOLTON ST,42.3385421,-71.04766430000001
608,32 DORSET ST,42.3236804,-71.05848209999999
609,1313 WASHINGTON ST Apt. PS S5B,42.3420302,-71.0684375
610,22 LIBERTY DR Apt. 12A,42.35459720000001,-71.0452732
611,23 RALDNE RD,42.255249,-71.14069719999999
612,10 MELLEN ST,42.285708,-71.06763699999999
613,12 ALLENWOOD ST,42.2834259,-71.14849540000002
614,125 SHIRLEY ST,42.3252604,-71.0686032
615,1084 SARATOGA ST,42.3856129,-71.0033223
616,47 HALL ST,42.3046877,-71.1127176
617,191 W EIGHTH ST Apt. UN-4,42.3335003,-71.0521098
618,15 HALLOWELL ST,42.2711724,-71.1009612
619,22 MAYHEW ST,42.3217562,-71.0598285
620,24A MT VERNON ST Apt. 24A,42.32220299999999,-71.0578785
621,136 SHAWMUT AV Apt. PS-8,42.345897,-71.065861
622,10 DEWEY ST,42.316968,-71.0774706
623,277 BEACON ST Apt. 1-B,42.3530941,-71.08012149999999
624,257 E COTTAGE ST Apt. 1,42.31839790000001,-71.0581636
625,101 MOSS HILL RD,42.3079864,-71.1250539
626,8 WHITTIER PL Apt. 15C-8,42.3654839,-71.06728
627,8 MARYLAND ST,42.311761,-71.055031
628,232 RIVER ST,42.2711871,-71.08076679999999
629,20 CEDAR ST Apt. 2,42.3768032,-71.0621649
630,26 STILLMAN ST Apt. 5-2,42.3636899,-71.05695639999999
631,17 DYER ST,42.282931,-71.079898
632,17 HARVEST ST Apt. 2,42.3229788,-71.0577717
633,67 TEMPLE ST,42.3598198,-71.0637447
634,78 EVERDEAN ST,42.2984451,-71.0505893
635,98 CHESTNUT ST Apt. 4,42.3566221,-71.07082729999999
636,2 HAWTHORNE PL Apt. 386,42.3642406,-71.066169
637,29 VAN WINKLE ST,42.2822939,-71.0637284
638,8 BYRD AV,42.2860691,-71.1144236
639,2 BATTERY WHARF Apt. 3308,42.3671015,-71.0504206
640,325 COLUMBUS AV Apt. 11,42.346376,-71.0750281
641,W SELDEN ST,42.2768078,-71.08640059999999
642,1 FRANKLIN ST Apt. 1007,42.3563166,-71.0595573
643,5 HANCOCK ST Apt. 1,42.3609376,-71.0646575
644,345 D ST,42.3404525,-71.04852319999999
645,124 SUTHERLAND RD Apt. 15,42.3403504,-71.14842879999999
646,66 ROUND HILL ST,42.3246607,-71.1075532
647,1148 DORCHESTER AV,42.311566,-71.0573098
648,869 DORCHESTER AV,42.3210689,-71.05701789999999
649,452 PARK DR Apt. 3,42.3454324,-71.1049287
650,1501 COMMONWEALTH AV Apt. 307,42.3475081,-71.14138659999999
651,43 ST MARGARET ST Apt. 2,42.3214433,-71.0585838
652,26 MT VERNON ST Apt. 3,42.3582361,-71.0654715
653,42 EIGHTH ST Apt. 3301,42.3749988,-71.0520878
654,772 E FOURTH ST Apt. PS-C,42.3349826,-71.03271389999999
655,125 METROPOLITAN AV,42.2793326,-71.1303806
656,33 COMMERCIAL WHARF EAST Apt. 33-1,42.3620889,-71.0499182
657,44 MONTCLAIR AV,42.2909387,-71.1419505
658,4 MANNING ST,42.2799136,-71.1139216
659,144 WARREN AV Apt. 1,42.3439065,-71.07487119999999
660,31 MAYHEW ST,42.3212312,-71.05936419999999
661,308 NORWELL ST,42.2918374,-71.07695989999999
662,170 COMMERCIAL ST,42.362713,-71.0522027
663,47 HARVARD ST Apt. 93,42.3731072,-71.0629646
664,3706 WASHINGTON ST,42.30035729999999,-71.1129845
665,8 FOSSDALE RD,42.2853447,-71.0598285
666,415 W FOURTH ST,42.3357838,-71.04842599999999
667,4 POWERS CT,42.36588,-71.0519
668,17 ST WILLIAM ST,42.3145951,-71.05574279999999
669,296 NEPONSET AV,42.2892021,-71.04738569999999
670,216 FLORENCE ST Apt. 3D,42.28612469999999,-71.120149
671,246 BOSTON ST Apt. 6,42.32137609999999,-71.0610236
672,25 MT VERNON ST Apt. #1 1,42.3218562,-71.0581531
673,505 SHAWMUT AV Apt. 2,42.3381632,-71.0772313
674,50 OAKWOOD ST,42.26811499999999,-71.1089342
675,33 STORY ST Apt. 1,42.3332944,-71.04281379999999
676,135 NEPONSET AV Apt. 31,42.2937139,-71.0521306
677,46 DORSET ST,42.3238498,-71.0590392
678,22 CHIPMAN ST,42.288086,-71.07436
679,833 DORCHESTER AV,42.3222752,-71.0569964
680,62 CHESTNUT ST,42.3570484,-71.0690674
681,575 POPLAR ST,42.2708171,-71.1322374
682,352 BEACON ST Apt. 2,42.3524682,-71.0846322
683,42 TEMPLE ST,42.2734308,-71.07278149999999
684,8 CONCORD ST,42.3774851,-71.0612329
685,63 PAUL GORE ST Apt. 3,42.3193713,-71.1082108
686,54 DORSET ST,42.32394250000001,-71.05936419999999
687,87 ROSECLAIR ST Apt. 2,42.3213361,-71.0571207
688,8 WASHBURN ST Apt. 13-3,42.3253205,-71.0572637
689,16 ROSECLAIR ST,42.3210301,-71.06058449999999
690,37 COFFEY ST Apt. 1,42.2886037,-71.0496259
691,314 W SECOND ST Apt. 311,42.3390786,-71.0472042
692,59 BRAINERD RD Apt. 402,42.34804829999999,-71.132825
693,97 SURREY ST Apt. 2,42.3511462,-71.15735459999999
694,8 HOWELL ST Apt. 1,42.32474089999999,-71.0570788
695,248HF BUNKER HILL ST,42.3796619,-71.0640786
696,34 ROSECLAIR ST,42.3208835,-71.05950349999999
697,61 W MILTON ST Apt. 61A,42.239155,-71.1392582
698,637 E FIRST ST Apt. 105,42.3379181,-71.0340093
699,51 GATES ST,42.3321453,-71.0484187
700,14 WASHBURN ST,42.32541579999999,-71.0575535
701,15 WATERLOO ST,42.2432242,-71.13299169999999
702,28 ALBION PL Apt. 2,42.3816399,-71.0696739
703,656HF E SECOND ST,42.3373555,-71.0333902
704,246 BOSTON ST Apt. 4,42.32137609999999,-71.0610236
705,8 WHITTIER PL Apt. 15B-8,42.3654839,-71.06728
706,9 BEACON ST,42.35845,-71.0617905
707,33 WASHBURN ST Apt. 1,42.3258954,-71.0581825
708,107 SHERIDAN ST,42.3191761,-71.10629399999999
709,ALTAIR RD,42.26511379999999,-71.1574025
710,96 GRAMPIAN WY,42.3113015,-71.04733929999999
711,73 MELVILLE AV,42.2949213,-71.06498189999999
712,155 BOSTON ST Apt. 1,42.3244691,-71.05990229999999
713,16 MINER ST Apt. 303,42.3464327,-71.1027221
714,2 ST ANDREW RD,42.38557360000001,-71.00504029999999
715,70 ROSECLAIR ST,42.32110720000001,-71.05820349999999
716,96 GAINSBOROUGH ST Apt. 306W,42.3422831,-71.0891999
717,8 JOSEPHINE ST,42.3004947,-71.0656319
718,68 TELEGRAPH ST Apt. 68-2,42.3331223,-71.0477803
719,761 HARRISON AV,42.3373043,-71.0731297
720,167 CONDOR ST,42.38239799999999,-71.03401699999999
721,23 ROSELAND ST,42.2909592,-71.0635427
722,4517 WASHINGTON ST,42.2786504,-71.1368583
723,8 HOWELL ST,42.32474089999999,-71.0570788
724,135 NEPONSET AV Apt. 33,42.2937139,-71.0521306
725,237 EUSTIS ST Apt. 1,42.3270041,-71.07552009999999
726,25 MT VERNON ST Apt. #5 3RD,42.3810374,-71.0800593
727,26 SEMONT RD,42.2910003,-71.0618248
728,106 BOSTON ST Apt. 2,42.3259438,-71.05857990000001
729,9 WHIPPLE AV,42.2913063,-71.1207541
730,6 CHARLES ST,42.3005326,-71.0608499
731,770 COLUMBIA RD Apt. 2,42.3203665,-71.0585653
732,11 BLOOMFIELD ST,42.2997907,-71.066514
733,40 DACIA ST,42.3154876,-71.0772848
734,332 TALBOT AV,42.2905355,-71.0725999
735,6 HATCH ST Apt. 2,42.3311916,-71.0358171
736,34 HOWARD AV,42.3191801,-71.07249139999999
737,1128 SARATOGA ST,42.3848069,-71.0010006
738,148 NONANTUM ST,42.349928,-71.17379199999999
739,145 BRAYTON RD,42.3496788,-71.1734207
740,15 OAKRIDGE ST,42.2776007,-71.0747779
741,29 BENNINGTON ST,42.3751828,-71.0377282
742,356 GALLIVAN BL Apt. 358,42.2808878,-71.06327139999999
743,23 OAKLEY ST,42.3015529,-71.0700888
744,9 BLOOMFIELD ST,42.2998333,-71.0663283
745,9 GREEN HILL ST,42.2985908,-71.05100709999999
746,27 SHERRIN ST,42.2711103,-71.1250539
747,70 BOLTON ST,42.3415557,-71.0520231
748,111 SHERIDAN ST Apt. PS- 5,42.3190661,-71.1061141
749,136 SHAWMUT AV Apt. 8-B,42.345897,-71.065861
750,114 ELMER RD,42.2870938,-71.0565785
751,626 E FOURTH ST,42.3348102,-71.0395739
752,12A EVERDEAN ST,42.3006992,-71.0502563
753,11 LORING PL,42.2477798,-71.12144479999999
754,66 MUNROE ST,42.3182203,-71.0869877
755,44 MAPLE ST,42.2544567,-71.1221527
756,36 AINSWORTH ST,42.2887474,-71.1406508
757,87 SCHOOL ST Apt. 2,42.3789727,-71.06328669999999
758,87 KING ST,42.2931703,-71.0562535
759,162 BEECH ST,42.2831327,-71.1443642
760,30 DORSET ST,42.3236273,-71.0583892
761,125 PARK DR Apt. 125-12,42.3418089,-71.0976903
762,101 PERHAM ST,42.2832144,-71.1643234
763,39 OLD HARBOR ST Apt. 2,42.3334612,-71.0477269
764,817 DORCHESTER AV,42.323063,-71.05704279999999
765,253 COREY ST,42.2912953,-71.1602388
766,145 PINCKNEY ST Apt. 215,42.3590978,-71.0715924
767,57 MARLBOROUGH ST Apt. 6,42.354094,-71.0750425
768,10 RUNNING BROOK RD,42.2639383,-71.150677
769,14 MARYLAND ST,42.311492,-71.055142
770,20 WINFIELD ST Apt. 2,42.3316287,-71.0423929
771,38 MAYHEW ST,42.3214118,-71.0588999
772,2 BATTERY WHARF Apt. 3502,42.3671015,-71.0504206
773,62 GREATON RD,42.2901238,-71.1513732
774,211 W SELDEN ST,42.274336,-71.0889839
775,132 BOSTON ST Apt. 2,42.3248925,-71.0590496
776,ALKYRIS RD,42.3600825,-71.0588801
777,88 SYCAMORE ST,42.2842886,-71.1255297
778,24 RAWSON ST,42.3260099,-71.057959
779,38 ROSECLAIR ST Apt. 3,42.3208875,-71.0591817
780,804 CENTRE ST Apt. 208,42.3085144,-71.1177052
781,43 ST MARGARET ST Apt. 1,42.3214433,-71.0585838
782,197 EIGHTH ST Apt. 525,42.3733848,-71.0519798
783,60 NORWELL ST,42.3005664,-71.07867759999999
784,6 MALVERNA RD,42.2786654,-71.1294638
785,757 E SEVENTH ST Apt. 3,42.3321566,-71.0296109
786,40 CUSHMAN RD,42.3539168,-71.1467779
787,9 LENNON CT Apt. 8,42.3330016,-71.026591
788,6 DORSET ST Apt. 2,42.3233237,-71.0573434
789,55 ESMOND ST,42.2979305,-71.0845736
790,256 BEACON ST Apt. PS-2,42.35368860000001,-71.0801048
791,20 UNION WH Apt. 20,42.3600825,-71.0588801
792,1 HUNTINGTON AV Apt. 604,42.3486909,-71.0782388
793,3 IRWIN AV,42.3213266,-71.07762340000001
794,180 CHISWICK RD,42.3414513,-71.156247
795,26 MT VERNON ST Apt. 2,42.3582361,-71.0654715
796,828 RIVER ST,42.2629593,-71.1073211
797,424 ASHMONT ST Apt. 1,42.2882773,-71.05577079999999
798,5 UNION PARK ST Apt. 1,42.3420171,-71.07044499999999
799,HARBOR VIEW ST,42.31712,-71.0543363
800,11 WAYNE ST,42.3074834,-71.0855717
801,290 COLUMBUS AV Apt. 7,42.3466516,-71.07377
802,24 CUSTER ST,42.3071926,-71.11683529999999
803,84 ROSECLAIR ST Apt. 2,42.3213851,-71.0575289
804,6 HOWELL ST,42.3247369,-71.0572749
805,11 KING ST,42.2918562,-71.06147419999999
806,45 GROVELAND ST,42.2732912,-71.077192
807,30 WENDOVER ST,42.3190009,-71.0660961
808,5 MT VERNON ST,42.3224911,-71.059782
809,5 ALKYRIS RD,42.3600825,-71.0588801
810,371 MAVERICK ST,42.3658892,-71.029603
811,34 OLDFIELDS RD,42.3073473,-71.0790026
812,59 ROCKNE AV,42.27988149999999,-71.0522723
813,96 DIX ST,42.2963639,-71.0574374
814,76 BRENTWOOD ST,42.360447,-71.13319
815,381 BUNKER HILL ST Apt. 2,42.382295,-71.0689399
816,8 HOWELL ST Apt. 5,42.32474089999999,-71.0570788
817,7 SEDALIA RD,42.2859095,-71.05704279999999
818,5 MT VERNON ST Apt. 3,42.3224318,-71.0598128
819,48 MELROSE ST,42.3489316,-71.0688701
820,5 DORSET ST Apt. 1,42.3236744,-71.0572189
821,86 GLENVILLE AV Apt. 12,42.3490242,-71.1352951
822,32 MONTMORENCI AV,42.3916196,-71.0082907
823,100 BEACON ST Apt. 1C,42.3552678,-71.07396539999999
824,113 L ST Apt. 113,42.3337611,-71.03549509999999
825,52 N ST,42.3369243,-71.03104239999999
826,29 JUNIPER ST,42.3252611,-71.0886221
827,10 HARVEST ST Apt. 10-1,42.3224713,-71.0572749
828,32 MAYHEW ST,42.3216026,-71.05936419999999
829,8 WHITTIER PL Apt. B101-8,42.3654839,-71.06728
830,117 WINTHROP ST,42.3236614,-71.07675100000002
831,67 WALWORTH ST Apt. 2,42.2852026,-71.1377973
832,299 CHESTNUT AV,42.312756,-71.1102921
833,2 DAVID RD,42.3060045,-71.1282569
834,31 MT VERNON ST Apt. 3,42.3216636,-71.05769719999999
835,17 COMMONWEALTH AV Apt. 2,42.3536918,-71.0732329
836,16 MARYLAND ST,42.3114246,-71.0552321
837,11 BARTLETT ST,42.3774121,-71.06175089999999
838,109 D ST Apt. 2,42.3353257,-71.0546622
839,155 E COTTAGE ST,42.3207196,-71.06289269999999
840,297 K ST Apt. 1,42.33342589999999,-71.0376181
841,609 DORCHESTER AV Apt. R-2,42.3288097,-71.0571157
842,56 MONADNOCK ST,42.31551109999999,-71.06904420000001
843,83 CAMBRIDGE ST Apt. 3,42.3829613,-71.0777538
844,186 PERHAM ST,42.2854235,-71.1674796
845,220 BOYLSTON ST Apt. 1220,42.3520492,-71.06830819999999
846,49 WINSHIP ST,42.3468639,-71.1522552
847,1 VICTORIA ST,42.3157112,-71.0572749
848,37 WACHUSETT ST Apt. 2,42.2966038,-71.1132283
849,25 MT VERNON ST Apt. #3 2,42.3810374,-71.0800593
850,403 CHELSEA ST,42.3795897,-71.0271945
851,42 AUCKLAND ST,42.3133241,-71.0556964
852,3968 WASHINGTON ST,42.2931794,-71.1205976
853,64 ALLSTON ST Apt. 5,42.3511495,-71.13553569999999
854,6 WHITTIER PL Apt. B-103,42.3656073,-71.0673891
855,39 MT VERNON ST Apt. 3L,42.32158280000001,-71.0571293
856,1 GLOVER PL,42.3085112,-71.06004399999999
857,628 CANTERBURY ST Apt. 628,42.2865405,-71.1101778
858,58 PORT NORFOLK ST,42.2914779,-71.04069989999999
859,87 SEARLE RD,42.2729703,-71.1493309
860,48 ORIOLE ST,42.2797652,-71.1505842
861,251 HEATH ST Apt. 511,42.3277948,-71.10839829999999
862,57 BOLTON ST,42.3416617,-71.052441
863,277 SILVER ST Apt. 1,42.33622680000001,-71.0479714
864,21HF MT VERNON ST,42.3580158,-71.0685149
865,1024 DORCHESTER AV,42.31570199999999,-71.05642499999999
866,15 NEWBURG ST Apt. 1,42.28594469999999,-71.13865109999999
867,28 MT VERNON ST Apt. 5,42.322146,-71.0574692
868,533 COLUMBUS AV,42.3419063,-71.0805336
869,19 CLAREMONT PK Apt. 3,42.3423757,-71.08117639999999
870,19 MT VERNON ST,42.3756297,-71.0585169
871,25 ROSECLAIR ST,42.3206603,-71.0601535
872,10 WHITMAN ST,42.2874304,-71.0770527
873,47 W WALNUT PK,42.3177016,-71.0991971
874,90 MARLBOROUGH ST Apt. PS-2,42.3533321,-71.07603259999999
875,134 BOSTON ST,42.324826,-71.059106
876,15HF MT VERNON ST Apt. 1,42.3204064,-71.0498041
877,4511 WASHINGTON ST,42.278783,-71.13680099999999
878,618 ADAMS ST,42.2886636,-71.055325
879,270 BUNKER HILL ST Apt. 4,42.37985339999999,-71.06494490000001
880,4 CHARLESGATE EAST Apt. 206,42.3500855,-71.0913171
881,140 WOOD AV,42.2694243,-71.1105644
882,28 MT VERNON ST Apt. 2,42.322146,-71.0574692
883,5 MOODY ST,42.2869117,-71.07227089999999
884,71 MT VERNON ST,42.3584701,-71.06676039999999
885,30 BOSTON ST,42.328377,-71.057463
886,39 MASSASOIT ST,42.2623063,-71.1008684
887,126 BOSTON ST,42.3251789,-71.0589928
888,39 GREENWICH ST,42.3356183,-71.08397939999999
889,256 BEACON ST Apt. 2,42.35368860000001,-71.0801048
890,22 HALFORD RD,42.2901496,-71.14868109999999
891,939 ADAMS ST,42.2792726,-71.0595127
892,1 HARVEST TE,42.37380659999999,-71.06240439999999
893,36 TENNYSON ST,42.2770867,-71.1497022
894,234 MAPLE ST,42.29364080000001,-71.159821
895,SYDNEY ST,42.3162303,-71.0525907
896,22 DORSET ST,42.3236751,-71.05810090000001
897,27 WASHBURN ST Apt. 5,42.3258236,-71.0579183
898,373 BORDER ST Apt. 375,42.3799661,-71.03993609999999
899,68 BALDWIN ST Apt. 02,42.3823183,-71.0702513
900,62 FAIRMOUNT ST,42.28055560000001,-71.0736869
901,24 RAWSON ST Apt. PS-18,42.3260099,-71.057959
902,5 MT VERNON ST Apt. 1,42.3224318,-71.0598128
903,579 E BROADWAY,42.3353276,-71.0410249
904,10 WASHBURN ST,42.3253841,-71.0573678
905,84 G ST Apt. 2,42.3330644,-71.0439373
906,28 HARVEST ST,42.3227931,-71.0581803
907,12 KILSYTH TE Apt. 12-11,42.3386228,-71.1475246
908,47 HARVARD ST Apt. A-308,42.373074,-71.063164
909,2 AVERY ST Apt. 37B,42.3528703,-71.0629976
910,529 COLUMBUS AV,42.3419147,-71.0804168
911,30 RAWSON ST,42.326084,-71.05820349999999
912,27 WASHBURN ST Apt. 7,42.3258236,-71.0579183
913,893 E SECOND ST Apt. PS-2,42.337234,-71.02751099999999
914,1 KEENAN RD,42.353899,-71.151058
915,30 NONANTUM ST,42.3495301,-71.1688257
916,30 HOWELL ST Apt. 1,42.32500659999999,-71.0583779
917,427 S HUNTINGTON AV Apt. 1,42.3200639,-71.1121515
918,760 E SIXTH ST,42.3333178,-71.029928
919,142 COMMERCIAL ST Apt. 303,42.3622819,-71.0526467
920,42 HIGHLAND ST Apt. 42,42.328421,-71.091769
921,5 POND CI,42.3128773,-71.1236613
922,772 CENTRE ST,42.30905449999999,-71.1160483
923,190 BOSTON ST,42.32323100000001,-71.0601999
924,6 MAYHEW ST,42.3220262,-71.060757
925,17 ROSECLAIR ST Apt. 3,42.3207839,-71.0607364
926,1810 DORCHESTER AV Apt. 1,42.2888807,-71.0632048
927,398 MARLBOROUGH ST,42.35015509999999,-71.0881397
928,160 COMMONWEALTH AV Apt. 603,42.3512759,-71.07864789999999
929,1313 WASHINGTON ST Apt. 404,42.3422378,-71.06853749999999
930,498 E SIXTH ST,42.333214,-71.04069199999999
931,55 FARRAGUT RD,42.3362969,-71.0254242
932,20 BRADFIELD AV,42.2884173,-71.1386258
933,46 MAYHEW ST Apt. A,42.3212132,-71.0583892
934,10 MARYLAND ST,42.311667,-71.05507
935,166 BOSTON ST Apt. 2,42.3238887,-71.05972160000002
936,1758 COMMONWEALTH AV Apt. 11,42.3407852,-71.14984120000001
937,144 WARREN AV Apt. PS,42.343927,-71.074882
938,735 THIRD ST Apt. 3,42.33634139999999,-71.0299454
939,59 SALEM ST Apt. 59F-2,42.3631409,-71.0560424
940,98 EDGEMERE RD,42.2594115,-71.15183739999999
941,1 AVERY ST Apt. 16E,42.3534171,-71.06251
942,WOODLAND RD,42.3102969,-71.1267594
943,17 WASHBURN ST Apt. 2,42.3257258,-71.05756199999999
944,89 GOODENOUGH ST,42.354133,-71.15411
945,7 LAWSON PL,42.3799569,-71.02850029999999
946,596 ADAMS ST,42.289538,-71.055589
947,59 CHARLEMONT ST,42.2861464,-71.05212139999999
948,397 BOWDOIN ST,42.3100077,-71.062818
949,1 FRANKLIN ST Apt. 5303,42.3563166,-71.0595573
950,69 WOODLEY AV,42.2642257,-71.1503985
951,1251 ADAMS ST Apt. F101,42.2712818,-71.068187
952,10 CUSHING AV,42.3163778,-71.0646569
953,17 ROSECLAIR ST Apt. 1,42.3207839,-71.0607364
