,ADDRESS,LATITUDE,LONGITUDE
2820,198 BOSTON ST,42.3229253,-71.0604606
2821,15 PREBLE ST Apt. PS-9,42.32917,-71.0564857
2822,1300 SHIPWAY PL Apt. PS-15,42.3765875,-71.0517491
2823,845 DORCHESTER AV,42.3218273,-71.0569719
2824,319 A ST Apt. 507,42.3488069,-71.0494346
2825,78 LORING ST,42.2462784,-71.1227329
2826,171 W FOURTH ST Apt. 7,42.3400896,-71.0550708
2827,525 E SECOND ST Apt. 6,42.33695489999999,-71.04220889999999
2828,246 BOSTON ST Apt. 5,42.32137609999999,-71.0610236
2829,346 CONGRESS ST Apt. 506,42.3506856,-71.0486803
2830,3 AVON PL,42.3794382,-71.0646304
2831,289 W SECOND ST Apt. 289-1,42.3394179,-71.0484329
2832,6 WHITTIER PL Apt. 9K-6,42.3657336,-71.0669497
2833,1300 SHIPWAY PL Apt. PS-14,42.3765875,-71.0517491
2834,1618 COLUMBIA RD Apt. 2,42.3298429,-71.03690739999999
2835,280 CONGRESS ST Apt. OFFICE,42.3533616,-71.0528835
2836,17 TWOMEY CT Apt. 56,42.3336546,-71.02533869999999
2837,321 K ST,42.3327561,-71.03749619999999
2838,4 BARNARD PL,42.3369499,-71.03945809999999
2839,267 K ST,42.3343461,-71.03750169999999
2840,27 BAXTER ST,42.3362032,-71.05503809999999
2841,125 FARRAGUT RD Apt. 33,42.3336888,-71.0255391
2842,606 E FOURTH ST Apt. 302,42.3349073,-71.0405454
2843,15 SLEEPER ST Apt. 507,42.3519914,-71.04889680000001
2844,141 DORCHESTER AV Apt. 207,42.3419516,-71.0574969
2845,42 MIDDLE ST,42.3316446,-71.0555919
2846,8 WHITTIER PL Apt. 7C-8,42.3654839,-71.06728
2847,12 SUMMER ST,42.3927578,-71.0408349
2848,DORCHESTER AV Apt. PS-4,42.3078999,-71.0583676
2849,42 EIGHTH ST Apt. 4411,42.3749988,-71.0520878
2850,40 GATES ST,42.3325904,-71.0480357
2851,1 TWOMEY CT Apt. 38,42.3336546,-71.02533869999999
2852,320 CONGRESS ST,42.3513929,-71.04954459999999
2853,304 C ST,42.354275,-71.07489199999999
2854,42 EIGHTH ST Apt. 4304,42.3749988,-71.0520878
2855,42 EIGHTH ST Apt. 1402,42.3749988,-71.0520878
2856,22 THOMAS PK Apt. 2,42.333744,-71.0461267
2857,42 EIGHTH ST Apt. 1313,42.3749988,-71.0520878
2858,1300 SHIPWAY PL Apt. PS-36,42.3765875,-71.0517491
2859,34 H ST Apt. 1L,42.33681199999999,-71.04129499999999
2860,42 EIGHTH ST Apt. 4109,42.3749988,-71.0520878
2861,333 COLUMBIA RD,42.310044,-71.0719459
2862,2 G ST,42.33626,-71.0440892
2863,8 G ST,42.335994,-71.043986
2864,17 TWOMEY CT Apt. 63,42.3336546,-71.02533869999999
2865,178 W FOURTH ST Apt. 2-B,42.3402896,-71.054746
2866,321 ATHENS ST,42.3375952,-71.0479893
2867,689 E FOURTH ST,42.3345478,-71.0370087
2868,2 HAWTHORNE PL Apt. 10-L,42.3642406,-71.066169
2869,57 PREBLE ST,42.3290888,-71.0544893
2870,682 COLUMBIA RD,42.3199317,-71.0628462
2871,39 STORY ST,42.3333246,-71.0425571
2872,43 L ST Apt. PH,42.3370796,-71.035639
2873,2 HAWTHORNE PL Apt. 12-L,42.3642406,-71.066169
2874,160HF H ST,42.3346666,-71.04153
2875,689 E FOURTH ST Apt. 5,42.3345478,-71.0370087
2876,BAXTER ST,42.3358782,-71.0543029
2877,598 E SECOND ST Apt. 4,42.3374896,-71.0391185
2878,141 W SECOND ST Apt. 306,42.34209269999999,-71.05271619999999
2879,88 G ST Apt. 2,42.3328607,-71.0438905
2880,293 BOLTON ST,42.336859,-71.0450883
2881,139 P ST,42.3334748,-71.02737429999999
2882,116 BOLTON ST,42.3406082,-71.05059539999999
2883,838 DORCHESTER AV,42.3223073,-71.0565321
2884,19 THOMAS PK,42.3337709,-71.0459812
2885,90 O ST,42.3351267,-71.0289994
2886,178 W FOURTH ST Apt. 3-B,42.3402896,-71.054746
2887,796 COLUMBIA RD,42.320514,-71.058025
2888,BURRILL PL,42.3325269,-71.0398774
2889,CHANNEL ST,42.3460992,-71.0368354
2890,22 LIBERTY DR Apt. 8H,42.35459720000001,-71.0452732
2891,1300 SHIPWAY PL Apt. PS-88,42.3765875,-71.0517491
2892,14 ATLANTIC ST Apt. 1,42.3340884,-71.04602369999999
2893,3 HALL PL,42.3335792,-71.03467239999999
2894,25 CHANNEL CENTER ST Apt. 1103,42.3460654,-71.0507949
2895,152 ATHENS ST,42.340671,-71.05235259999999
2896,6 BECKLER AV Apt. 1,42.3336192,-71.03683079999999
2897,163 O ST Apt. 2,42.332596,-71.0293308
2898,66 ATHENS ST Apt. 2,42.3421823,-71.05484799999999
2899,1636 COLUMBIA RD Apt. 3,42.3297481,-71.0362698
2900,14 ACADIA ST,42.3377865,-71.0297887
2901,197 EIGHTH ST Apt. 519,42.3733848,-71.0519798
2902,7 STILLMAN PL Apt. 6,42.3642869,-71.0577016
2903,6 WHITTIER PL Apt. 16O-6,42.3657336,-71.0669497
2904,6 WHITTIER PL Apt. 12M-6,42.3657336,-71.0669497
2905,350 W FOURTH ST Apt. 210,42.3376352,-71.0504533
2906,40 THOMAS PK Apt. 1,42.3324539,-71.04727199999999
2907,552 E FOURTH ST Apt. 3-A,42.3348157,-71.0427019
2908,316 W FOURTH ST Apt. 2,42.3380896,-71.0512141
2909,72 LINDEN ST,42.3529839,-71.1301539
2910,7 STILLMAN PL Apt. 4,42.3642869,-71.0577016
2911,180 L ST Apt. 3,42.3319199,-71.0349483
2912,81 DORCHESTER ST,42.335681,-71.04544709999999
2913,100 DORCHESTER ST,42.3352931,-71.0457338
2914,61 FARRAGUT RD Apt. 2,42.3361129,-71.025391
2915,22 LIBERTY DR Apt. 7A,42.35459720000001,-71.0452732
2916,775 COLUMBIA RD Apt. 2,42.3198327,-71.0582883
2917,3 GLOVER CT,42.3312348,-71.05622989999999
2918,3 GLOVER CT Apt. 2,42.3312339,-71.0562321
2919,166 COTTAGE ST Apt. 401,42.3701,-71.03299179999999
2920,66 O ST,42.3362565,-71.0290923
2921,1 ROSS PL Apt. 3,42.333706,-71.0286436
2922,22 LIBERTY DR Apt. 2A,42.35459720000001,-71.0452732
2923,141 DORCHESTER AV Apt. 311,42.3419516,-71.0574969
2924,22 LIBERTY DR Apt. B2-7,42.3545427,-71.0452696
2925,23 LORING ST,42.3342485,-71.0523092
2926,FARRAGUT RD,42.3355177,-71.025055
2927,346 CONGRESS ST Apt. 610,42.3506856,-71.0486803
2928,21 WORMWOOD ST Apt. 215,42.3469839,-71.0502336
2929,591 E SECOND ST Apt. 1,42.3370973,-71.0395308
2930,35 CHANNEL CENTER ST Apt. 505,42.3463778,-71.05055349999999
2931,141 DORCHESTER AV Apt. 506,42.3419516,-71.0574969
2932,22 LIBERTY DR,42.35459720000001,-71.0452732
2933,125 F ST,42.3363115,-71.0480821
2934,59 GRANITE AV,42.2811876,-71.0555107
2935,7 THOMAS PK Apt. 2,42.3336157,-71.0447732
2936,52 H ST Apt. 2,42.3362883,-71.04139669999999
2937,580 E SECOND ST,42.3373594,-71.0400963
2938,13 GRIMES ST,42.3339533,-71.0516086
2939,346 CONGRESS ST Apt. 508,42.3506856,-71.0486803
2940,61 STORY ST Apt. 3,42.3333075,-71.0419885
2941,32 WOODWARD ST Apt. 4,42.3313419,-71.0557974
2942,397 K ST,42.330208,-71.0374957
2943,1306 COLUMBIA RD Apt. 3C,42.3306188,-71.0470375
2944,5 MAGNOLIA PL,42.3133049,-71.0732574
2945,58 TELEGRAPH ST Apt. 2,42.3330753,-71.04836399999999
2946,404R K ST Apt. 7,42.3301957,-71.0370646
2947,77 OLD HARBOR ST Apt. 3,42.3321877,-71.04770169999999
2948,21 WORMWOOD ST Apt. 611,42.3469839,-71.0502336
2949,106 DORCHESTER ST,42.3352358,-71.04585449999999
2950,1 HALL PL,42.333602,-71.034485
2951,235 COLUMBIA RD,42.3076289,-71.0754278
2952,615 E SECOND ST,42.3371795,-71.0386105
2953,141 DORCHESTER AV Apt. 209,42.3419516,-71.0574969
2954,225 BOWEN ST,42.3354221,-71.05026430000001
2955,63 GATES ST Apt. 2,42.3317557,-71.04845159999999
2956,64 C ST,42.3600825,-71.0588801
2957,2 HAWTHORNE PL Apt. 9-B,42.3642406,-71.066169
2958,680 COLUMBIA RD,42.3198653,-71.06289269999999
2959,354 DORCHESTER ST Apt. 1,42.3304632,-71.0546583
2960,1 LOWLAND PL,42.3670391,-71.0341775
2961,714 E FOURTH ST,42.3349101,-71.03619619999999
2962,73 DORCHESTER AV,42.3439498,-71.05747769999999
2963,436 W SECOND ST,42.33711659999999,-71.0443214
2964,400 SOUTHAMPTON ST,42.332713,-71.060626
2965,31 SWALLOW ST,42.33350799999999,-71.0298549
2966,6 WHITTIER PL Apt. 7C-6,42.3657336,-71.0669497
2967,153 DORCHESTER ST Apt. 3,42.3345085,-71.048219
2968,396 W BROADWAY,42.33741870000001,-71.0481518
2969,1 HAMLIN ST Apt. PS-3,34.1888441,-118.3909672
2970,8 WHITTIER PL Apt. 2D-8,42.3654839,-71.06728
2971,108 L ST,42.3340511,-71.0350818
2972,8 CARPENTER ST Apt. 2,42.328638,-71.05630529999999
2973,114 N ST,42.334322,-71.0310772
2974,8 WHITTIER PL Apt. 5A-8,42.3654839,-71.06728
2975,10 DAMRELL ST,42.333304,-71.0562303
2976,49 L ST Apt. 8,42.3366846,-71.0356745
2977,3 ONSLOW TE,34.6540094,-77.4701972
2978,42 EIGHTH ST Apt. 2505,42.3749988,-71.0520878
2979,37 MIDDLE ST,42.331727,-71.0553134
2980,56 BAXTER ST,42.3358049,-71.054025
2981,9 BUTLER ST,42.2739185,-71.0647498
2982,46 WOODWARD ST,42.3310054,-71.0555455
2983,290 ATHENS ST,42.338036,-71.0483842
2984,1 TWOMEY CT Apt. 47,42.3593999,-71.0564346
2985,35 CHANNEL CENTER ST Apt. 503,42.3463778,-71.05055349999999
2986,72 COTTAGE ST,42.3675674,-71.0355538
2987,23 NINTH ST Apt. 23,42.3351011,-71.0551086
2988,2 HAWTHORNE PL Apt. 15-P,42.3642406,-71.066169
2989,6 NATIONAL ST,42.3342932,-71.0465384
2990,254 BOWEN ST,42.3350326,-71.0492893
2991,FRANKLIN PL,42.2951761,-71.11852
2992,333 W BROADWAY,42.338037,-71.05024300000001
2993,161 TUDOR ST Apt. 4,42.3352473,-71.0517495
2994,42 EIGHTH ST Apt. 2106,42.3749988,-71.0520878
2995,6 WHITTIER PL Apt. 15G-6,42.3657336,-71.0669497
2996,46 MIDDLE ST Apt. 2,42.3316567,-71.055737
2997,488 DORCHESTER AV Apt. 3-D,42.332024,-71.0566595
2998,341 W BROADWAY,42.3380558,-71.0500321
2999,6 WHITTIER PL Apt. 2K-6,42.3657336,-71.0669497
3000,42 EIGHTH ST Apt. 3523,42.3749988,-71.0520878
3001,37 NINTH ST Apt. 37,42.3350714,-71.055072
3002,35 CHANNEL CENTER ST Apt. CC-101,42.3463799,-71.0505532
3003,129 BOLTON ST,42.3402381,-71.0503066
3004,25 LENNON CT Apt. 23,42.3330016,-71.026591
3005,160 COTTAGE ST Apt. 401,42.3699694,-71.0331449
3006,256 E ST Apt. 2,42.3361231,-71.05153729999999
3007,35 CHANNEL CENTER ST Apt. 408,42.3463778,-71.05055349999999
3008,1300 SHIPWAY PL Apt. PS-85,42.3765875,-71.0517491
3009,18 DARTMOUTH PL Apt. 18-3,42.3451341,-71.0733032
3010,15 ATLANTIC ST,42.334024,-71.0463759
3011,170 W BROADWAY Apt. PS-G1,42.3405077,-71.0528643
3012,133 M ST,42.333405,-71.033519
3013,372A DORCHESTER ST,42.329899,-71.055447
3014,127 L ST,42.3332607,-71.0354533
3015,350 W FOURTH ST Apt. 308,42.3376352,-71.0504533
3016,124 O ST,42.3339386,-71.0289994
3017,789 COLUMBIA RD,42.3200304,-71.0575535
3018,25 CHANNEL CENTER ST Apt. 802,42.3460654,-71.0507949
3019,784 E FOURTH ST Apt. 3,42.3350543,-71.0319513
3020,769 E FOURTH ST,42.334444,-71.03299
3021,3 AKRON PL,42.3258264,-71.0847593
3022,79 W SECOND ST,42.3428099,-71.05466799999999
3023,1 HAMLIN ST Apt. PS-5,42.3310941,-71.0423249
3024,72 GATES ST,42.3315958,-71.0480821
3025,27 SHIPWAY PL Apt. 27,42.3786211,-71.0520154
3026,2 HAWTHORNE PL Apt. 6-B,42.3642406,-71.066169
3027,219 I ST,42.3308411,-71.0399257
3028,66 TOWER ST Apt. 1,42.2985994,-71.1107889
3029,22 LIBERTY DR Apt. 2M,42.35459720000001,-71.0452732
3030,368 E ST,42.33908659999999,-71.0479714
3031,48 GOLD ST Apt. 103,42.3399163,-71.05567370000001
3032,141 W SECOND ST Apt. 202,42.34209269999999,-71.05271619999999
3033,520 DORCHESTER AV,42.3314502,-71.05676249999999
3034,1 FREDERICK ST,42.33365999999999,-71.053224
3035,151 N ST,42.3332191,-71.0313562
3036,5A BANTRY WY Apt. 3,42.3318369,-71.03169799999999
3037,8 WHITTIER PL Apt. 7A-8,42.3654839,-71.06728
3038,117 COTTAGE ST,42.3685555,-71.0341965
3039,790 E FOURTH ST Apt. 2,42.3350564,-71.03167859999999
3040,329 K ST,42.3324962,-71.03749619999999
3041,785 E FOURTH ST,42.334633,-71.0321695
3042,25 CHANNEL CENTER ST Apt. 1101,42.3460654,-71.0507949
3043,221 D ST Apt. 3,42.3379264,-71.0516485
3044,71 OLD HARBOR ST,42.3323857,-71.0476527
3045,20 GATES ST Apt. 2,42.3333811,-71.04803969999999
3046,42 EIGHTH ST Apt. 3521,42.3749988,-71.0520878
3047,43 I ST,42.3366558,-71.0401375
3048,143 WARD ST,42.3288101,-71.05423689999999
3049,15 PREBLE ST Apt. 5,42.3291411,-71.0564609
3050,5 ROGERS ST Apt. 9,42.3298281,-71.05577629999999
3051,770 E FOURTH ST,42.3349627,-71.0329228
3052,36 EMERSON ST,42.33662899999999,-71.0427519
3053,152 O ST Apt. 1,42.3329373,-71.0289375
3054,2 AKRON PL,42.3257859,-71.0847941
3055,42 EIGHTH ST Apt. 1315,42.3749988,-71.0520878
3056,21 WORMWOOD ST Apt. 512,42.3469839,-71.0502336
3057,39 THOMAS PK Apt. 3,42.3325047,-71.0473083
3058,105 F ST,42.3357781,-71.0486789
3059,18 KNOWLTON ST Apt. 6,42.3325339,-71.0495859
3060,38 G ST Apt. 18,42.3347791,-71.0439588
3061,285 EMERSON ST,42.3342928,-71.03494069999999
3062,454 W FOURTH ST,42.3353922,-71.0472116
3063,1 JAMAICA PL,42.3055392,-71.1189729
3064,13 VINTON ST,42.33030249999999,-71.05373089999999
3065,5 ALBION PL Apt. 5A,42.3810981,-71.06994949999999
3066,75 OLD COLONY AV,42.33572969999999,-71.055975
3067,279 GOLD ST,42.3349674,-71.0478868
3068,11 MELCHER ST,42.3503174,-71.05119549999999
3069,366 W SECOND ST Apt. 6,42.3383429,-71.04621039999999
3070,234 L ST,42.3301656,-71.0349425
3071,85 BAXTER ST Apt. 1,42.3351192,-71.053411
3072,1306 COLUMBIA RD Apt. 1B,42.3306188,-71.0470375
3073,171 W FOURTH ST Apt. 8,42.3400896,-71.0550708
3074,151 COTTAGE ST,42.3695199,-71.0330389
3075,150 DORCHESTER AV Apt. 502,42.3418223,-71.05691519999999
3076,148 NORTHERN AV,42.350821,-71.042796
3077,7 GLOVER CT,42.3311588,-71.0563348
3078,509 E SECOND ST Apt. PS-7B,42.33712,-71.0431339
3079,8 GATES ST,42.3338078,-71.0479893
3080,285 BOWEN ST Apt. 3,42.3344081,-71.0487271
3081,34 H ST Apt. 3R,42.33681199999999,-71.04129499999999
3082,5 LINDEN ST,42.3556416,-71.1313411
3083,205 E ST Apt. 8-N,42.33466809999999,-71.0528046
3084,27 TELEGRAPH ST Apt. 3,42.3327718,-71.0496691
3085,90 M ST Apt. 2,42.3349647,-71.03312840000001
3086,2 LINCOLN PL Apt. 6,42.3774351,-71.06316679999999
3087,57 NINTH ST Apt. 57,42.3760134,-71.05231189999999
3088,6 WHITTIER PL Apt. 14J-6,42.3657336,-71.0669497
3089,184 I ST Apt. 1,42.3319085,-71.0396564
3090,1306 COLUMBIA RD Apt. 3D,42.3306188,-71.0470375
3091,50 B ST Apt. 5,42.3397487,-71.0554909
3092,11 DARTMOUTH PL Apt. 11-3,42.34513279999999,-71.0737851
3093,132 N ST Apt. 1,42.3337207,-71.030976
3094,156 I ST,42.3328025,-71.03966679999999
3095,182 BOWEN ST,42.3365513,-71.0516571
3096,23 ROGERS ST,42.32941599999999,-71.0554502
3097,782 DORCHESTER AV Apt. 5,42.323921,-71.05657459999999
3098,2 HAWTHORNE PL Apt. 17-L,42.3642406,-71.066169
3099,49 L ST Apt. PS-6,42.3600825,-71.0588801
3100,162 E ST Apt. 2,42.3339808,-71.05415750000002
3101,115 L ST Apt. 115,42.3337611,-71.03549509999999
3102,386 DORCHESTER ST Apt. 1,42.3298737,-71.05620979999999
3103,1794 COLUMBIA RD Apt. 1,42.3320198,-71.02927509999999
3104,99 BAXTER ST Apt. 2,42.3348209,-71.0530188
3105,14 MERCER ST,42.3332082,-71.04894469999999
3106,40 MIDDLE ST Apt. 2,42.3315283,-71.05557499999999
3107,326 A ST,42.349529,-71.049724
3108,47 FARNSWORTH ST,42.3521548,-71.047816
3109,110 O ST Apt. 9,42.3342831,-71.0288023
3110,247 D ST,42.3385474,-71.05084459999999
3111,86 I ST,42.3352504,-71.03975969999999
3112,320 SUMMER ST,42.3495215,-71.0481518
3113,144 O ST Apt. 3,42.33332,-71.0289682
3114,267 W SECOND ST Apt. B1,42.3397738,-71.0488649
3115,80 SOUTHAMPTON ST,42.3319339,-71.0704559
3116,33 SLEEPER ST Apt. 509,42.3519914,-71.04889680000001
3117,25 STORY ST Apt. 1,42.333291,-71.0431955
3118,22 LIBERTY DR Apt. B1-4,42.3545427,-71.0452696
3119,2 EMERSON ST,42.3367449,-71.04361329999999
3120,22 BOSTON WHARF RD,42.350458,-71.0468982
3121,6 LINDEN ST,42.3343441,-71.0450991
3122,1 LAUTEN PL,42.33769059999999,-71.0280725
3123,18 KNOWLTON ST,42.3323316,-71.0497299
3124,124 D ST Apt. 2,42.3357988,-71.05463089999999
3125,559 E SECOND ST Apt. 559-1,42.3370396,-71.0407231
3126,6 LORING ST,42.3344753,-71.05162229999999
3127,22 LIBERTY DR Apt. 5J,42.35459720000001,-71.0452732
3128,160 COTTAGE ST Apt. 202,42.3699694,-71.0331449
3129,69 DAMRELL ST,42.3323273,-71.0543478
3130,523 E SECOND ST Apt. 523-5,42.3369519,-71.042457
3131,471 COLUMBIA RD,42.3136229,-71.0675586
3132,141 DORCHESTER AV Apt. 317,42.3419516,-71.0574969
3133,218 COLUMBIA RD,42.3073148,-71.0766349
3134,89 BAXTER ST,42.3350839,-71.05328209999999
3135,8 VINTON ST Apt. 2,42.3302793,-71.0542401
3136,4 WARD CT,42.3298551,-71.0540668
3137,7 BREWSTER ST Apt. 3,42.3318085,-71.0405577
3138,1630 COLUMBIA RD,42.329803,-71.0364309
3139,108 EMERSON ST Apt. 2,42.336008,-71.0405403
3140,9 HAWTHORNE PL Apt. 2-H,42.3642406,-71.066169
3141,9 MERCER ST Apt. 1,42.3334515,-71.0491895
3142,190 L ST Apt. 1,42.3316378,-71.0350543
3143,59 EMERSON ST,42.33603309999999,-71.04207530000001
3144,3 CORAL PL,42.380832,-71.062904
3145,404 W SECOND ST Apt. 4,42.3377694,-71.0453356
3146,830 DORCHESTER AV,42.32257,-71.056517
3147,139 M ST Apt. 1,42.3332976,-71.0334699
3148,20 WINFIELD ST,42.3316591,-71.0423713
3149,105 M ST,42.33433,-71.0334568
3150,780 E BROADWAY,42.3357821,-71.0341675
3151,634 DORCHESTER AV,42.328199,-71.0566714
3152,2 HAWTHORNE PL Apt. 3-F,42.3642406,-71.066169
3153,163 O ST,42.3325961,-71.029338
3154,38HF P ST,42.3353512,-71.02715309999999
3155,350 W FOURTH ST Apt. 313,42.3376352,-71.0504533
3156,59 NINTH ST Apt. 59,42.3600825,-71.0588801
3157,52 O ST Apt. 3,42.3367067,-71.029062
3158,1300 SHIPWAY PL Apt. PS-66,42.3765875,-71.0517491
3159,66 SUMMER ST Apt. 1,42.3541853,-71.0583211
3160,191 K ST Apt. 6,42.3366255,-71.03763769999999
3161,42 EIGHTH ST Apt. 4306,42.3749988,-71.0520878
3162,30 SHIPWAY PL Apt. 30,42.3788651,-71.0521966
3163,118 MARINE RD Apt. 2,42.3308299,-71.03430639999999
3164,237 BOLTON ST,42.3380568,-71.0468544
3165,WEST SERVICE RD,42.3448272,-71.0493781
3166,616 E FOURTH ST Apt. 202,42.3349268,-71.0402233
3167,10 MERCER ST,42.333327,-71.0488007
3168,45 A ST Apt. 3,42.3414279,-71.05569740000001
3169,22 LIBERTY DR Apt. B1-34,42.3545427,-71.0452696
3170,39 GATES ST Apt. 2,42.33256770000001,-71.0484714
3171,22 WARD ST Apt. 1,42.3298193,-71.0545501
3172,321 W SECOND ST Apt. 5,42.3387508,-71.0475434
3173,76 O ST,42.3359276,-71.029112
3174,60 LOUIS PRANG ST,42.3379216,-71.0966423
3175,346 CONGRESS ST Apt. 304,42.3506856,-71.0486803
3176,40 BAXTER ST Apt. 6,42.3362189,-71.0544398
3177,42 EIGHTH ST Apt. 1507,42.3749988,-71.0520878
3178,716 COLUMBIA RD,42.3206107,-71.0610588
3179,322 W FOURTH ST Apt. 1,42.3379582,-71.0510662
3180,12 SPRINGER ST Apt. 3,42.3319037,-71.0407327
3181,47 DORCHESTER ST Apt. 1,42.3352199,-71.04626999999999
3182,C ST,42.3055665,-71.1245437
3183,121 G ST Apt. 2,42.33176599999999,-71.0443516
3184,130 TUDOR ST Apt. T130B,42.3357898,-71.0521952
3185,521 E SECOND ST,42.3369519,-71.042457
3186,1 MORTON PL,42.376097,-71.03835889999999
3187,99A P ST,42.3345887,-71.02737429999999
3188,55 TEMPLE PL Apt. 4,42.3548233,-71.0617765
3189,8 MARION PL,42.3791318,-71.0385293
3190,391 K ST Apt. 2,42.3304501,-71.0375075
3191,275 OLD COLONY AV Apt. PS-9,42.3306412,-71.0531428
3192,2 HAWTHORNE PL Apt. 16-G,42.3642406,-71.066169
3193,319 A ST Apt. 201,42.3488069,-71.0494346
3194,241 BOSTON ST Apt. 1,42.3216814,-71.0616196
3195,610 ALBANY ST,42.33600089999999,-71.0665836
3196,42 EIGHTH ST Apt. 1306,42.3749988,-71.0520878
3197,36 A ST Apt. 3E,42.34132,-71.05635000000001
3198,91 HARRISHOF ST,42.3170751,-71.08888220000001
3199,309 BOLTON ST,42.3366079,-71.044658
3200,702 COLUMBIA RD Apt. 702,42.3204023,-71.0620886
3201,68 F ST,42.3351135,-71.0500784
3202,56 THOMAS PK,42.3319136,-71.04592319999999
3203,51 M ST,42.3362687,-71.0335032
3204,39 M ST,42.3368369,-71.03351479999999
3205,48 STORY ST,42.3335231,-71.0420347
3206,150 DORCHESTER AV Apt. 104,42.3418223,-71.05691519999999
3207,1 ALBION PL Apt. 2,42.3807078,-71.0703461
3208,290 E ST Apt. 290-2,42.3369668,-71.050443
3209,2 HENDERSON AV Apt. 2,42.3334194,-71.0407323
3210,180 H ST,42.33169669999999,-71.0412183
3211,309 E ST Apt. PS-11,42.3372272,-71.0496375
3212,122 F ST,42.3364429,-71.0484508
3213,225 DORCHESTER ST Apt. 13,42.3333731,-71.050482
3214,1 PACIFIC ST Apt. 1,42.33424369999999,-71.0457607
3215,126 G ST Apt. 1,42.3315126,-71.0439035
3216,100 LINDEN ST Apt. 100-9,42.3511481,-71.129835
3217,178HF M ST,42.3339807,-71.033299
3218,616 E FOURTH ST Apt. 204,42.3349268,-71.0402233
3219,85 BAXTER ST,42.3351262,-71.0534121
3220,182 L ST,42.3318525,-71.0350354
3221,22 LIBERTY DR Apt. B2-35,42.3545427,-71.0452696
3222,366 W SECOND ST Apt. 2,42.3383429,-71.04621039999999
3223,6 WHITTIER PL Apt. 12G-6,42.3657336,-71.0669497
3224,630 E SECOND ST,42.3374967,-71.03775159999999
3225,381 W BROADWAY ST,42.3374515,-71.0491036
3226,391 W BROADWAY,42.337197,-71.0489178
3227,360 DORCHESTER ST Apt. 1,42.3303364,-71.0550489
3228,22 LIBERTY DR Apt. B1-13,42.3545427,-71.0452696
3229,162 BOWEN ST,42.3369282,-71.05220659999999
3230,612 COLUMBIA RD,42.3176593,-71.0646665
3231,27 OLD HARBOR ST,42.33382659999999,-71.04766430000001
3232,42 EIGHTH ST Apt. 3208,42.3749988,-71.0520878
3233,39 SWALLOW ST Apt. 1,42.333535,-71.02962649999999
3234,2 HAWTHORNE PL Apt. 14-C,42.3642406,-71.066169
3235,1 HENDERSON AV Apt. 2,42.3333391,-71.0407034
3236,113 O ST,42.334329,-71.0293825
3237,101 BAXTER ST Apt. 4,42.3348209,-71.0530188
3238,17 FARNSWORTH ST,42.351234,-71.048318
3239,42 EIGHTH ST Apt. 2305,42.3749988,-71.0520878
3240,CLINTON PL,42.3837676,-71.077253
3241,603 E FOURTH ST Apt. 1,42.3344969,-71.0411058
3242,9 SUMNER PL,42.36614350000001,-71.0344994
3243,128 TUDOR ST Apt. 128F,42.3358747,-71.0523232
3244,20 SHIPWAY PL Apt. 20,42.3788078,-71.0522841
3245,784 E FOURTH ST Apt. 1,42.3350543,-71.0319513
3246,50 H ST Apt. 2,42.3366084,-71.0414023
3247,703 E FOURTH ST,42.334619,-71.03639350000002
3248,COLUMBIA RD,42.320494,-71.05711939999999
3249,176 EMERSON ST,42.33526699999999,-71.0385742
3250,6 WHITTIER PL Apt. 6L-6,42.3657336,-71.0669497
3251,42 VINTON ST Apt. 2,42.3294052,-71.0532753
3252,205 E ST Apt. 9-S,42.33466809999999,-71.0528046
3253,92 EMERSON ST,42.3360835,-71.0408856
3254,160 COTTAGE ST Apt. 101,42.3699694,-71.0331449
3255,191 K ST,42.3366032,-71.0375847
3256,104HF I ST,42.3342891,-71.03993609999999
3257,362 W FOURTH ST,42.33713760000001,-71.0498487
3258,9 PETERS ST Apt. 9C,42.3327179,-71.03206390000001
3259,6 WHITTIER PL Apt. B-102,42.3656073,-71.0673891
3260,FOREST PL,42.3800416,-71.0677688
3261,645 SUMMER ST,42.3418983,-71.04013429999999
3262,26 SUMMER ST Apt. 2,42.2764484,-71.1622095
3263,11 FREDERICK ST,42.333452,-71.053618
3264,116 N ST,42.334259,-71.03108879999999
3265,42 EIGHTH ST Apt. 1109,42.3749988,-71.0520878
3266,319 A ST Apt. 410,42.3488069,-71.0494346
3267,269 EMERSON ST Apt. 4,42.3342336,-71.0356578
3268,197 EIGHTH ST Apt. PH203,42.3734376,-71.0519685
3269,59 STORY ST Apt. 1,42.3333012,-71.0420822
3270,2 GLOVER CT,42.3309678,-71.0561707
3271,854 DORCHESTER AV Apt. 3,42.3216995,-71.05654369999999
3272,6 WHITTIER PL Apt. 3N-6,42.3657336,-71.0669497
3273,838 DORCHESTER AV Apt. 3,42.3222842,-71.0565051
3274,11 ALGER ST,42.332477,-71.057689
3275,779 E FOURTH ST,42.3344949,-71.032454
3276,14 I ST Apt. PS 12,42.3810374,-71.0800593
3277,36 A ST Apt. 2-D,42.3413714,-71.0564299
3278,42 EIGHTH ST Apt. 3317,42.3749988,-71.0520878
3279,337 E ST Apt. 2,42.3381948,-71.04857
3280,108 EMERSON ST Apt. 1,42.336008,-71.0405403
3281,184 I ST Apt. 3,42.3319085,-71.0396564
3282,19 LINDEN ST,42.3550698,-71.1309186
3283,SEAPORT BL,42.3520417,-71.04593179999999
3284,38 G ST Apt. 16,42.3347791,-71.0439588
